site	product_id	variant_id	old_price	quantity	isbn10	condition	download_time	basic_price
ST	11728529487	47822491791	43.52	5	1472578376	used	20191002	
ST	11825031631	48041153871	191.87	5	1439914532	new	20191002	
ST	11825031631	48433591695	80.29	6	1439914532	used	20191002	
ST	11825062351	48041232655	55.92	6	1439914540	new	20191002	
ST	11825062351	48433591823	55.92	3	1439914540	used	20191002	
ST	11744579663	47698936847	150.88	7	3639362446	new	20191002	
ST	11744579663	48438160975	150.88	5	3639362446	used	20191002	
ST	11727232399	47597798479	220.16	6	3319301640	new	20191002	
ST	11727232399	48054802319	188.16	3	3319301640	used	20191002	
ST	11727669199	47601522447	52.19	5	1475815859	new	20191002	
ST	11727669199	47817999631	33.48	6	1475815859	used	20191002	
ST	11734816079	47645809615	73.58	3	1623960495	new	20191002	
ST	11734816079	47849337231	73.58	3	1623960495	used	20191002	
ST	11735448591	47649651023	197.5	4	940077298X	new	20191002	
ST	11735448591	47850440271	197.44	7	940077298X	used	20191002	
ST	11720444751	47531130959	86.0	6	113895988X	new	20191002	
ST	11720444751	47806644111	83.04	5	113895988X	used	20191002	
ST	11822262607	48032765519	25.88	6	1412864313	new	20191002	
ST	11822262607	48059534223	25.88	6	1412864313	used	20191002	
ST	11698129679	47317067919	59.58	4	0739104756	new	20191002	
ST	11732359823	47633145551	204.24	5	1783092513	new	20191002	
ST	11732359823	47734738831	55.01	3	1783092505	new	20191002	
ST	11732359823	48058656399	212.34	5	1783092513	used	20191002	
ST	11744374479	47698079951	163.26	3	1447325966	new	20191002	
ST	11744374479	48433880463	19.48	6	1447325966	used	20191002	
ST	11825285903	48041847311	187.98	4	3662512580	new	20191002	
ST	11825285903	48439608911	188.22	4	3662512580	used	20191002	
ST	11743846031	47693380495	43.2	7	0252077709	new	20191002	
ST	11743846031	48437749071	28.53	3	0252077709	used	20191002	
ST	11743846031	47746481615	151.98	3	0252035828	new	20191002	
ST	11743846031	48432913359	45.58	4	0252035828	used	20191002	
ST	11735298383	47649030287	107.18	3	1441171444	new	20191002	
ST	11735298383	47850100111	92.78	7	1441171444	used	20191002	
ST	11822784975	48034042703	144.18	3	3319414437	new	20191002	
ST	11822784975	48060523023	116.56	4	3319414437	used	20191002	
ST	11744842639	47701805647	27.99	5	1591022797	new	20191002	
ST	11744842639	48439273871	19.49	3	1591022797	used	20191002	
ST	11809864655	47991727183	38.85	6	1140954881	new	20191002	
ST	11809864655	48057541903	38.21	5	1140954881	used	20191002	
ST	11732106191	47631144847	64.22	6	0340974257	new	20191002	
ST	11732106191	47838651343	60.32	6	0340974257	used	20191002	
ST	11735796175	47652383439	72.42	3	1473608120	new	20191002	
ST	11735796175	47851258191	54.94	3	1473608120	used	20191002	
ST	11735746575	47652231503	33.93	5	0550190031	new	20191002	
ST	11735746575	47851078479	27.95	7	0550190031	used	20191002	
ST	11744544335	47698809551	52.72	6	1296797627	new	20191002	
ST	11744544335	48437895439	52.72	5	1296797627	used	20191002	
ST	11752117135	47752934031	22.0	3	0615925359	new	20191002	
ST	11759041103	47778889103	22.31	7	0316086126	new	20191002	
ST	11697811535	47314501647	29.92	4	1557256764	new	20191002	
ST	11825927503	48043446223	26.39	0	9791195871001	new	20191002	
ST	11825198479	48041636047	9.9	0	9791096132225	new	20191002	
ST	11822601295	48033702223	5.5	0	9791096085019	new	20191002	
ST	11822650639	48033827919	5.5	0	9791096085019	new	20191002	
ST	11822654543	48033836239	5.5	0	9791096085019	new	20191002	
ST	11822655631	48033837327	5.5	0	9791096085019	new	20191002	
